S	SRR8069701	SRR8069702	SRR8069703	SRR8069704	SRR8069705	SRR8069706	SRR8069707	SRR8069708	SRR8069709	SRR8069710	SRR8069711	SRR8069712	SRR8069713	SRR8069714	SRR8069715	SRR8069716	SRR8069717_kraken_paired_report.txt	SRR8069718	SRR8069719	SRR8069720	SRR8069721	SRR8069722	SRR8069723	SRR8069724	SRR8069725	SRR8069726	SRR8069727	SRR8069728	SRR8069729	SRR8069730	SRR8069731	SRR8069732	SRR8069733	SRR8069734	SRR8069735	SRR8069736	SRR8069737	SRR8069738	SRR8069739	SRR8069740	SRR8069741	SRR8069742	SRR8069743	SRR8069744_kraken_paired_report.txt	SRR8069745	SRR8069746	SRR8069747	SRR8069748	SRR8069749	SRR8069750	SRR8069751	SRR8069752	SRR8069753	SRR8069754	SRR8069755	SRR8069756	SRR8069757	SRR8069758	SRR8069759	SRR8069760	SRR8069761	SRR8069762	SRR8069763_kraken_paired_report.txt	SRR8069764	SRR8069765	SRR8069766	SRR8069767	SRR8069768	SRR8069769_kraken_paired_report.txt	SRR8069770	SRR8069771	SRR8069772	SRR8069773	SRR8069774	SRR8069775	SRR8069776	SRR8069777	SRR8069778	SRR8069779	SRR8069780	SRR8069781	SRR8069782
Lysobacter capsici	80	0	140	0	0	123	0	0	0	0	107	52	0	0	42	0	0	0	392	0	345	0	0	0	0	52	0	0	0	0	0	0	221	164	0	168	153	0	0	0	0	0	117	42	65	0	0	443	48	67	56	0	0	0	51	69	70	59	0	0	0	0	0	92	0	0	62	137	0	110	115	0	218	57	0	0	178	0	219	479	178	0
Lysobacter antibioticus	32	0	64	0	0	51	0	0	0	0	46	0	0	0	22	0	0	0	211	0	147	0	0	0	0	0	0	0	0	0	0	0	117	56	0	45	51	0	0	0	23	0	30	29	40	0	0	145	23	23	33	0	0	0	16	42	32	13	16	0	0	0	0	62	0	0	0	118	0	18	34	0	60	24	0	0	103	0	78	161	59	0
Lysobacter enzymogenes	29	0	56	0	0	68	0	0	0	0	58	37	0	0	25	0	0	0	257	0	290	0	0	0	0	0	0	0	0	0	0	0	122	87	0	96	94	0	0	44	30	0	95	34	28	36	0	172	51	42	37	0	33	46	25	73	38	18	43	0	0	49	0	60	0	0	0	131	0	60	70	0	112	35	0	0	124	0	159	304	119	0
Lysobacter solisilvae (ex Woo and Kim 2022)	20	0	31	0	0	23	0	0	0	0	31	0	0	0	17	0	0	0	114	0	109	0	0	0	0	14	0	0	0	0	0	0	39	47	0	25	31	0	0	15	13	0	26	0	0	0	0	116	0	0	27	0	15	0	13	0	22	12	0	0	0	0	0	38	0	0	0	58	0	31	31	0	56	25	0	0	34	0	48	118	54	0
Lysobacter tabacisoli	14	0	22	0	0	17	0	0	0	0	23	14	0	0	13	0	0	0	46	0	75	0	0	0	0	0	0	0	0	0	0	0	23	17	0	0	0	0	0	0	13	0	11	0	0	0	0	53	0	0	0	0	0	0	0	16	17	0	0	0	0	0	0	0	0	0	0	43	0	12	0	0	30	16	0	0	24	0	27	58	17	0
Lysobacter lycopersici	13	0	40	0	0	30	0	0	0	0	45	0	0	0	22	0	0	0	167	0	141	0	0	0	0	18	0	0	0	0	0	0	92	60	0	57	53	0	0	11	21	0	47	26	20	0	0	179	11	20	30	0	11	0	0	14	42	0	13	0	0	0	0	39	0	0	31	101	0	19	29	0	62	23	0	0	93	0	79	203	46	0
Vulcaniibacterium thermophilum	101	0	417	0	0	33	0	0	0	0	31	50	0	0	0	0	0	0	86	0	167	0	24	0	0	19	0	0	0	0	0	0	64	26	0	18	14	98	0	45	23	0	27	14	15	0	0	72	0	105	21	13	0	0	23	13	25	0	12	0	0	0	0	15	0	0	0	79	0	18	36	0	32	40	0	0	30	0	135	612	28	111
Vulcaniibacterium gelatinicum	17	0	17	0	0	26	0	0	0	0	18	24	0	0	0	0	0	0	35	0	38	0	0	0	0	0	0	0	0	0	0	0	50	15	0	37	0	0	0	0	0	0	17	19	0	0	0	71	0	12	12	0	0	0	0	0	24	0	0	0	0	0	0	16	0	0	0	71	0	13	26	0	34	0	0	0	32	0	20	83	25	0
Pseudoxanthomonas sp. CF125	16	0	35	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	75	0	95	0	0	0	0	0	0	0	0	0	0	0	36	28	0	31	21	0	0	0	10	0	24	0	0	0	0	86	14	10	0	0	0	0	12	23	45	0	0	0	0	0	0	30	0	0	0	76	0	19	19	0	26	0	0	0	34	0	34	90	43	15
Pseudoxanthomonas sp. 3HH-4	12	0	14	0	0	17	0	0	0	0	0	16	0	0	0	0	0	0	57	0	58	0	0	0	0	0	0	0	0	0	0	0	20	13	0	26	16	0	0	0	0	0	13	0	13	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	12	0	0	0	0	40	0	0	0	25	0	35	41	31	0
Pseudoxanthomonas helianthi	20	0	57	0	0	30	0	0	0	0	25	15	0	0	0	0	0	0	170	0	94	0	0	0	0	0	0	0	0	0	0	0	134	49	0	56	53	0	0	0	18	0	53	24	24	0	0	128	30	24	24	0	0	0	20	30	53	0	0	0	0	0	0	33	0	0	0	89	0	42	50	22	54	29	0	0	72	0	88	143	55	0
Pseudoxanthomonas broegbernensis	19	0	0	0	0	16	0	0	0	0	13	24	0	0	0	0	0	0	38	0	49	0	0	0	0	0	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	0	0	44	0	0	15	0	0	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0	12	0	21	0	0	0	19	0	28	35	35	0
Pseudoxanthomonas suwonensis	39	0	24	0	0	46	0	0	0	0	21	14	0	0	20	0	0	0	177	0	256	0	0	0	0	25	0	0	0	0	0	0	154	74	0	57	41	0	0	40	14	0	32	38	17	0	0	120	0	0	34	0	0	30	0	20	0	33	0	0	0	0	0	90	0	0	55	141	0	35	19	0	108	65	0	0	80	0	106	157	50	0
Thermomonas sp. SY21	20	0	54	0	0	56	0	0	0	0	44	40	0	0	0	0	0	0	154	0	97	0	0	0	0	15	17	0	0	0	0	0	95	46	0	51	58	0	0	14	18	0	50	16	39	0	0	157	19	18	0	0	0	0	22	15	0	0	14	0	0	14	0	20	0	0	19	137	0	32	60	0	93	36	0	0	78	0	96	172	79	0
Thermomonas sp. HDW16	17	0	51	0	0	40	0	0	0	0	39	36	0	0	0	0	0	0	204	0	119	0	0	0	0	28	0	0	0	0	0	0	80	62	0	41	33	0	0	0	0	0	33	12	18	0	0	146	0	33	28	0	19	0	29	21	19	0	16	0	0	0	0	57	0	0	0	95	0	22	21	0	57	19	0	0	54	0	50	156	30	0
Thermomonas fusca	33	0	39	0	0	28	0	0	0	0	43	23	0	0	17	0	0	0	176	15	110	0	0	0	0	17	0	0	0	0	0	14	118	20	0	56	54	0	0	14	19	0	22	23	22	0	0	134	14	30	17	0	0	0	0	19	43	19	0	0	0	15	0	39	0	0	0	77	0	22	31	0	30	27	0	0	86	0	82	176	63	0
Thermomonas brevis	27	0	54	0	0	48	0	0	0	0	54	25	0	0	18	0	0	0	132	0	106	0	0	0	0	0	0	0	0	0	0	0	75	51	0	66	38	0	0	0	16	0	28	0	0	23	0	164	16	14	24	0	0	0	18	23	21	0	29	0	0	17	0	74	0	0	24	81	0	23	40	0	84	34	0	0	98	0	66	223	61	0
Luteimonas sp. JM171	21	0	16	0	0	15	0	0	0	0	16	0	0	0	0	0	0	0	23	0	51	0	0	0	0	0	0	0	0	0	0	0	19	21	0	17	12	0	0	0	0	0	16	0	0	0	0	39	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	13	0	0	0	35	0	0	15	0	17	12	0	0	14	0	23	49	18	0
Luteimonas sp. SJ-9	33	0	26	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	84	0	110	0	0	0	0	0	0	0	0	0	0	0	58	29	0	18	27	0	0	15	0	0	15	0	14	0	0	30	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	58	0	16	18	0	14	18	0	0	34	0	56	99	32	0
Luteimonas cucumeris	38	0	31	0	0	32	0	0	0	0	21	0	0	0	0	0	0	0	100	0	73	0	0	0	0	0	0	0	0	0	0	0	54	36	0	42	23	0	0	0	0	0	14	0	13	0	0	47	0	0	0	0	0	0	18	11	26	0	0	0	0	0	0	34	0	0	22	82	0	24	10	0	13	11	0	0	48	0	15	93	29	0
Arenimonas composti	24	0	13	0	0	13	0	0	0	0	17	0	0	0	0	0	0	0	58	0	59	0	0	0	0	0	0	0	0	0	0	0	30	19	0	26	16	0	0	0	0	0	13	0	13	0	0	45	0	0	10	0	0	0	0	18	20	13	0	0	0	0	0	19	0	0	0	32	0	15	0	0	24	10	0	0	42	0	36	72	40	0
Arenimonas terrae	15	0	18	0	0	17	0	0	0	0	24	14	0	0	0	0	0	0	72	0	70	0	0	0	0	0	0	0	0	0	0	0	42	12	0	29	14	0	0	0	0	0	13	0	14	0	0	40	17	0	10	0	0	0	0	0	18	0	0	0	0	0	0	16	0	0	0	41	0	20	29	0	21	14	0	0	22	0	22	54	24	0
Arenimonas maotaiensis	10	0	13	0	0	22	0	0	0	0	23	38	0	0	10	0	0	0	139	0	259	0	0	0	0	18	0	0	0	0	0	0	97	32	0	35	21	0	0	52	0	0	11	16	0	0	0	76	0	35	10	0	0	56	18	18	14	0	26	0	0	0	0	25	0	0	0	39	0	23	35	0	52	0	0	0	52	0	63	83	34	29
Xylella fastidiosa	15	0	0	0	0	11	0	0	0	0	18	11	0	0	0	0	0	0	166	0	89	0	0	0	0	14	0	0	0	0	0	0	17	18	0	96	0	0	0	0	0	0	0	21	0	0	0	79	0	0	0	0	0	0	0	23	29	0	0	0	0	0	0	81	0	0	0	96	0	0	56	0	41	0	0	0	141	0	34	113	26	0
Xylella taiwanensis	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	27	16	0	0
Dyella sp. S184	115	44	127	15	0	331	24	0	0	0	521	0	0	0	129	0	74	0	1473	0	132	0	0	0	0	0	31	0	0	27	0	0	73	285	0	455	219	0	0	13	93	0	26	89	0	68	0	1205	20	17	114	0	136	0	188	174	149	20	15	0	0	59	0	336	0	0	24	787	0	18	377	59	539	15	0	0	602	0	637	1375	353	0
Dyella sp. OK004	38	0	0	0	0	34	0	0	0	0	41	0	0	0	17	0	0	0	121	0	154	0	0	0	0	0	22	0	0	0	0	0	43	36	0	49	75	0	0	0	17	0	28	18	13	0	0	149	0	12	15	0	0	0	18	13	51	12	13	0	0	0	0	32	0	0	15	137	0	31	56	0	72	0	0	0	36	0	47	194	34	0
Dyella sp. AtDHG13	70	0	226	0	0	138	0	0	103	0	281	32	0	0	40	17	0	0	371	0	1116	0	0	0	0	24	0	0	0	0	0	0	459	94	25	136	70	0	0	0	52	0	210	49	84	0	0	529	77	99	66	0	31	0	55	73	301	41	32	0	0	65	0	136	0	23	63	324	0	166	98	0	185	126	0	0	245	0	204	371	215	0
Dyella sp. C9	49	0	118	0	0	69	0	0	0	0	123	41	0	0	33	0	0	0	368	0	444	0	0	0	0	26	0	0	0	0	0	0	185	17	0	81	30	0	0	33	23	0	104	24	51	0	0	217	53	62	23	0	25	0	62	40	53	21	26	0	0	24	0	41	0	0	28	132	0	61	57	0	119	65	0	0	135	0	91	252	104	0
Dyella sp. M7H15-1	14	0	0	0	0	32	0	0	0	0	33	12	0	0	0	0	0	0	66	0	66	0	0	0	0	0	0	0	0	0	0	0	0	37	0	29	28	0	0	0	0	0	0	11	0	0	0	97	0	0	0	0	0	0	0	18	14	0	0	0	0	0	0	41	0	0	0	57	0	0	20	0	39	0	0	0	71	0	45	88	23	0
Dyella sp. C11	17	0	117	0	0	40	0	0	0	0	45	0	0	0	19	0	0	0	185	0	415	0	0	0	0	16	0	0	0	0	0	0	194	16	0	74	26	0	0	0	0	0	69	14	31	0	0	190	17	28	25	0	24	0	53	20	0	20	20	0	0	0	0	60	0	0	0	151	0	84	55	0	60	26	0	0	105	0	57	154	65	0
Dyella psychrodurans	32	0	20	0	0	69	0	0	0	0	59	0	0	0	35	0	18	0	274	0	77	0	0	0	0	11	0	0	0	0	0	0	0	71	0	106	52	0	0	16	21	0	14	30	15	0	0	294	12	21	20	0	0	0	28	41	44	20	0	0	0	0	0	78	0	0	0	103	0	12	128	0	105	0	0	0	144	0	141	277	86	0
Dyella solisilvae	36	0	57	0	0	49	0	0	0	0	40	0	0	0	20	0	20	0	191	0	354	0	0	0	0	25	0	0	0	0	0	30	152	36	0	62	50	0	0	0	19	0	71	37	25	0	0	188	27	36	33	0	0	0	0	31	35	17	27	0	0	0	0	55	0	0	0	134	0	43	41	0	100	0	0	0	93	0	79	222	52	0
Dyella caseinilytica	26	0	20	0	0	40	0	0	0	0	53	0	0	0	0	0	0	0	202	0	49	0	0	0	0	0	0	0	0	0	0	0	19	40	0	82	35	0	0	0	0	0	17	20	0	0	0	295	0	0	21	0	0	0	15	22	14	0	0	0	0	20	0	59	0	0	0	100	0	15	45	0	85	0	0	0	71	0	64	183	70	0
Dyella monticola	23	0	14	0	0	47	0	0	0	0	39	0	0	0	18	0	0	0	141	0	71	0	0	0	0	29	0	0	0	0	0	0	16	26	0	44	69	0	0	12	13	0	0	10	0	0	0	134	0	0	0	0	0	0	10	16	17	0	0	0	0	0	0	22	0	0	0	78	0	13	29	0	59	0	0	0	59	0	65	100	49	0
Dyella dinghuensis	23	0	25	0	0	48	0	0	0	0	50	0	0	0	13	0	13	0	242	0	120	0	0	0	0	0	0	0	0	0	0	0	37	72	0	71	29	0	0	0	0	0	23	29	0	0	0	256	0	0	26	0	14	0	28	25	36	18	0	0	0	13	0	48	0	0	12	98	0	0	57	0	57	0	0	0	124	0	47	176	83	0
Dyella nitratireducens	20	0	26	0	0	27	0	0	0	0	37	22	0	0	18	0	0	0	124	0	65	0	0	0	0	0	0	0	0	0	0	0	25	30	0	50	24	0	0	15	17	0	22	0	0	0	0	108	0	0	13	0	0	0	29	14	13	15	0	0	0	0	0	33	0	0	0	24	0	10	30	0	43	0	0	0	72	0	49	90	58	0
Dyella japonica	32	0	119	0	0	86	0	0	0	0	33	30	0	0	24	0	0	0	226	0	675	0	0	0	0	38	0	0	0	0	0	0	219	77	0	74	31	0	0	0	25	0	151	31	63	0	0	219	43	63	27	0	0	0	0	38	34	21	44	0	0	24	0	31	0	0	0	146	0	132	55	0	94	44	0	0	126	0	64	265	116	0
Dyella tabacisoli	16	0	19	0	0	21	0	0	0	0	31	13	0	0	14	0	10	0	93	0	103	0	0	0	0	0	0	0	0	0	0	0	31	23	0	37	10	0	0	0	18	0	12	22	0	0	0	108	0	16	10	0	0	0	28	15	27	0	0	0	0	12	0	30	0	0	0	46	0	11	26	0	41	10	0	0	59	0	51	108	29	0
Dyella mobilis	18	0	0	0	0	32	0	0	0	0	30	14	0	0	12	0	0	0	165	0	104	0	0	0	0	0	0	0	0	0	0	0	19	27	0	43	35	0	0	0	16	0	17	13	0	0	0	146	0	13	15	0	12	0	0	17	21	0	0	0	0	0	0	50	0	0	17	60	0	15	61	0	60	0	0	0	66	0	89	140	51	0
Rhodanobacter sp. MP7CTX1	225	44	26	37	38	431	0	0	0	0	369	23	0	0	175	0	78	0	1571	0	148	0	0	0	0	34	55	0	0	30	0	0	43	417	0	425	391	0	0	0	157	0	30	133	18	92	0	1377	12	14	149	0	111	0	222	185	210	23	0	0	0	126	0	391	0	0	19	929	0	23	423	75	639	27	0	0	684	0	639	1725	371	0
Rhodanobacter sp. T12-5	35	0	21	0	0	34	0	0	0	0	24	0	0	0	0	0	0	0	129	25	41	0	0	0	0	0	0	0	0	0	0	0	60	27	0	34	37	0	0	0	32	0	0	0	0	0	0	199	0	0	30	0	18	0	14	13	16	0	0	0	0	0	0	24	0	0	0	109	0	17	57	0	93	0	0	0	63	0	45	141	32	0
Rhodanobacter sp. DHB23	34	36	39	0	0	154	0	0	0	0	90	23	0	0	22	0	47	0	479	0	91	0	0	0	0	0	0	0	0	0	0	0	71	108	0	148	103	0	0	66	100	0	0	62	0	37	0	541	0	0	56	0	68	67	37	59	21	0	0	0	0	77	0	113	0	0	0	407	0	28	102	0	162	27	0	0	169	0	223	387	203	51
Rhodanobacter sp. A1T4	69	0	0	0	0	74	0	0	0	0	26	18	0	0	52	0	0	0	119	0	37	0	0	0	0	0	0	0	0	0	0	0	45	59	0	42	32	0	0	0	0	0	0	0	0	0	0	117	0	0	64	0	0	0	41	87	0	0	0	0	0	0	0	0	0	0	37	61	0	0	60	0	140	0	0	0	42	0	75	110	61	0
Rhodanobacter sp. PCA2	14	0	19	0	0	85	0	0	0	0	47	0	0	0	22	0	0	0	308	0	104	0	0	0	0	0	0	0	0	0	0	0	92	30	0	90	77	0	0	23	0	0	60	38	50	0	0	280	0	37	34	0	20	24	29	43	48	0	0	0	0	33	0	62	0	0	28	225	0	45	46	0	128	0	0	0	106	0	106	224	67	0
Rhodanobacter glycinis	31	0	19	0	0	63	0	0	0	0	45	12	0	0	15	0	0	0	190	20	117	0	0	0	0	0	0	0	0	0	0	0	67	82	0	55	43	0	0	35	16	0	17	25	17	0	0	118	0	0	11	0	0	0	23	0	32	24	0	0	0	0	0	35	0	0	0	133	0	0	35	0	68	13	0	0	93	0	109	168	39	0
Rhodanobacter denitrificans	78	0	62	0	0	154	0	0	0	0	160	81	0	0	81	0	0	0	551	0	269	0	0	0	0	0	0	0	0	0	0	0	160	153	0	162	130	0	0	0	70	0	52	0	0	0	0	425	0	42	131	0	51	0	49	81	86	0	0	0	0	0	0	106	0	0	0	286	0	67	126	0	178	49	0	0	311	0	227	633	183	0
Dokdonella fugitiva	43	0	81	0	0	77	0	0	0	0	63	30	0	0	21	0	23	0	342	17	338	0	27	0	0	24	13	0	0	0	0	15	103	67	0	128	102	0	0	24	32	0	49	34	14	0	0	371	26	24	60	0	18	17	59	47	60	17	23	0	0	22	0	88	0	0	14	181	0	52	71	0	135	34	0	0	206	0	203	367	101	0
Dokdonella koreensis	15	0	15	0	0	17	0	0	0	0	16	12	0	0	13	0	0	0	51	0	75	0	0	0	0	0	0	0	0	0	0	0	30	14	0	15	17	0	0	11	11	0	16	0	13	0	0	66	0	0	13	0	0	0	14	11	0	0	0	0	0	0	0	0	0	0	12	75	0	16	14	0	26	0	0	0	38	0	24	59	32	0
Frateuria sp. Soil773	19	0	19	0	0	44	0	0	0	0	35	0	0	0	0	0	0	0	169	15	119	0	0	0	0	0	0	0	0	0	0	0	23	27	0	34	50	0	0	0	0	0	32	0	26	0	0	157	0	0	27	0	0	0	32	0	16	24	0	0	0	0	0	16	0	0	0	137	0	27	49	0	40	0	0	0	61	0	27	164	44	0
Frateuria sp. 5GH9-34	13	0	18	0	0	19	0	0	0	0	16	0	0	0	14	0	0	0	66	0	54	0	0	0	0	0	0	0	0	0	0	0	32	20	0	20	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	19	0	0	0	50	0	14	35	0	31	0	0	0	36	0	56	58	27	0
Frateuria flava	18	0	0	0	0	25	0	0	0	0	19	23	0	0	0	0	0	0	93	0	57	0	0	0	0	0	0	0	0	0	0	0	17	0	0	20	26	0	0	0	27	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	27	0	0	0	56	0	0	0	0	30	0	0	0	84	0	40	74	20	0
Mizugakiibacter sediminis	27	0	15	0	0	16	0	0	0	0	21	0	0	0	0	0	0	0	110	0	87	0	0	0	0	0	0	0	0	0	0	0	0	25	0	29	23	0	0	0	0	0	0	11	21	0	0	95	17	0	0	0	0	0	0	0	12	0	0	0	0	17	0	0	0	0	0	68	0	0	13	0	44	0	0	0	31	0	62	76	22	0
Fulvimonas soli	19	0	0	0	0	36	0	0	0	0	32	0	0	0	0	0	0	0	126	0	108	0	0	0	0	0	0	0	0	0	0	0	70	54	0	21	0	0	0	22	0	0	40	0	0	0	0	114	0	0	19	0	19	0	27	22	0	0	0	0	0	0	0	19	0	0	0	49	0	0	22	0	66	24	0	0	42	0	45	150	37	0
Ahniella affigens	14	0	0	0	0	15	0	0	0	0	14	0	0	0	0	0	0	0	78	0	44	0	0	0	0	0	0	0	0	0	0	0	17	17	0	16	0	0	0	0	0	0	10	0	26	0	0	61	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	22	0	0	0	31	0	19	28	16	0
Tahibacter aquaticus	13	0	24	0	0	13	0	0	0	0	27	30	0	0	0	0	0	0	85	0	125	0	0	0	0	0	0	0	0	0	0	0	54	31	0	35	21	0	0	12	0	0	20	0	0	0	0	72	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	31	0	0	12	0	35	13	0	0	50	0	44	57	41	0
Oleiagrimonas soli	11	0	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	94	0	63	0	0	0	0	0	0	0	0	0	0	0	36	22	0	32	0	0	0	0	0	0	0	0	11	0	0	50	0	0	0	0	0	0	41	0	10	0	0	0	0	0	0	13	0	0	0	48	0	0	18	0	44	15	0	0	41	0	46	91	22	0
Vibrio parahaemolyticus	3112	114	299	37	5559	803	59	20209	289	0	553	322	2558	85	689	0	0	0	29537	74	48118	100719	89	26	222	728	47	27	0	3315	2787	12607	1042	189240	25	1748	512	48	115	165	103	15	105052	230	196	50	0	309388	1259	890	450	73	36	241	4557	160738	689	160	160	45	48	60	0	726	17	23	78	1906	0	55665	5393	125	8157	405	76	49	13545	28	1896	3004	1146	89
Vibrio alginolyticus	116	0	58	0	0	71	0	0	0	0	74	26	0	0	106	0	0	0	1492	0	236	124	31	0	0	0	0	0	0	0	0	0	57	115	0	249	0	0	0	0	0	0	0	50	0	0	0	98	0	0	64	0	0	0	55	42	68	0	0	0	0	0	0	138	0	0	0	271	0	0	220	0	136	0	0	0	601	0	165	245	148	0
Vibrio harveyi	47	0	23	0	0	37	0	0	0	0	24	0	0	0	0	0	0	0	1152	0	105	26	0	0	0	0	0	0	0	0	0	0	27	19	0	110	28	0	0	22	0	0	23	0	0	0	0	46	0	0	0	0	0	0	51	35	26	0	0	0	0	0	0	33	0	0	0	110	0	20	162	0	37	0	0	0	553	0	75	229	44	0
Vibrio campbellii	68	0	113	0	0	55	23	0	0	0	35	33	0	0	83	0	0	0	756	0	138	0	0	0	0	0	0	0	0	0	0	0	57	34	0	198	67	0	0	0	0	0	0	33	0	0	0	70	0	0	0	0	0	0	50	23	45	0	0	0	0	0	0	62	0	0	0	164	0	0	131	0	82	0	0	0	421	0	64	199	96	0
Vibrio crassostreae	1149	69	429	59	93	715	103	0	83	0	1178	310	31	86	783	0	0	0	3801	312	2462	341	219	56	77	451	67	12	0	42	0	113	954	855	0	1879	799	159	76	255	301	0	498	71	317	185	0	1155	367	212	388	172	528	184	821	587	796	294	220	42	88	220	0	889	389	21	274	1506	0	287	784	53	1819	282	29	27	1731	52	1883	2654	1232	138
Vibrio vulnificus	880	31	395	22	45	570	95	0	81	0	643	376	28	21	713	0	73	0	16774	83	2690	246	142	0	50	144	39	10	0	27	0	97	938	749	0	1991	578	75	68	227	135	0	331	77	242	67	0	812	127	164	383	83	104	138	704	530	568	111	154	0	21	110	0	801	0	0	110	1394	0	227	2902	36	1379	302	0	0	7081	32	1620	2693	1118	142
Vibrio sp. Scap24	77	0	0	0	0	31	0	0	0	0	56	18	0	0	55	0	0	0	885	0	145	0	0	0	0	0	0	0	0	0	0	0	53	36	0	84	20	0	0	12	0	0	0	0	17	0	0	62	0	0	22	0	0	0	21	21	46	0	0	0	0	0	0	46	0	0	0	107	0	0	124	0	73	0	0	0	351	0	105	150	52	0
Vibrio sp. V08_P9A1T1	74	0	44	0	0	57	0	0	30	0	77	29	0	0	55	0	0	0	390	0	377	0	0	0	0	0	0	0	0	0	0	0	103	60	0	174	74	0	0	21	0	0	30	0	42	0	0	76	0	43	55	0	0	0	129	61	79	0	28	0	0	0	0	92	0	0	16	147	0	21	87	0	323	31	0	0	187	0	135	222	101	0
Vibrio sp. 10N.261.52.A1	24	0	13	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	87	0	33	0	0	0	0	0	0	0	0	0	0	0	0	25	0	21	15	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	21	0	0	0	22	0	0	19	0	31	0	0	0	26	0	25	40	26	0
Vibrio sp. B1FLJ16	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	55	22	0	34	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	92	0	0	50	0	0	0	0	0	92	0	36	58	34	0
Vibrio sp. S234-5	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	119	0	13	18	0	0
Vibrio sp. F13	36	0	0	0	0	0	0	0	0	0	0	38	0	0	62	0	0	0	283	0	120	0	0	0	0	0	0	0	0	0	0	0	70	23	0	83	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	79	0	0	0	0	0	0	89	0	61	0	0	0	168	0	123	107	52	0
Vibrio coralliilyticus	270	0	119	34	0	158	24	0	18	0	231	90	0	0	324	0	0	0	5746	0	767	47	36	0	31	34	30	0	0	0	0	16	269	285	0	786	236	0	31	76	52	0	85	40	53	21	0	322	32	55	158	0	57	68	258	150	180	38	35	0	0	35	0	418	0	0	27	404	0	55	929	31	446	59	0	0	2509	0	560	758	384	61
Vibrio cyclitrophicus	208	0	102	0	35	233	22	0	0	0	184	115	0	0	328	0	0	0	3664	60	719	47	47	0	0	68	43	0	0	0	0	29	293	179	0	844	230	35	0	49	60	0	76	57	64	33	0	256	43	46	169	0	35	63	318	150	252	40	48	0	0	67	0	356	0	0	21	439	0	45	702	0	476	60	0	0	1634	0	596	827	394	55
Vibrio splendidus	132	0	29	0	0	115	21	0	28	0	135	76	0	0	108	0	0	0	1025	32	302	52	34	0	0	26	0	0	0	0	0	0	110	112	0	279	116	20	0	43	24	0	42	42	35	0	0	176	26	31	78	0	34	36	112	91	91	37	34	0	0	41	0	121	0	0	25	173	0	25	218	0	187	40	0	0	471	0	171	322	140	21
Vibrio cholerae	657	0	55	0	0	265	22	2045	228	0	305	475	0	0	90	0	0	0	1398	17	877	19459	2173	0	27	0	392	0	0	0	0	17	837	117	34	1252	428	0	1411	91	77	0	45	325	122	40	0	376	122	475	454	17	29	480	632	81	332	27	67	0	0	40	0	832	0	25	0	1017	432	38	800	0	157	33	0	0	446	0	871	3151	190	124
Vibrio anguillarum	83	0	104	0	13	83	140	0	0	0	95	45	0	0	87	0	0	0	779	0	555	143	22	0	0	42	12	0	0	0	0	17	220	63	24	259	52	29	27	27	23	0	67	43	58	0	0	156	0	34	67	0	16	22	102	74	83	14	27	0	0	27	0	216	0	20	28	988	0	41	1710	0	157	39	0	24	407	0	632	341	178	20
Vibrio mimicus	52	0	16	0	0	32	0	0	0	0	26	14	0	0	33	0	0	0	395	0	94	0	0	0	0	0	0	0	0	0	0	0	16	25	0	117	29	0	0	0	0	0	0	19	0	0	0	82	0	0	17	0	0	0	32	25	22	0	0	0	0	0	0	62	0	0	0	42	0	0	73	0	67	0	0	0	169	0	73	153	57	13
